event_id,sta_code,p_polarity,event_id2,origin_lat,origin_lon,origin_depth_km,sr_dist_km,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,source,horz_uncert_km,vert_uncert_km,station_lat,station_lon,station_depth_km,pol_agreement,mech_quality,pol_agreement_weighted
1,INGL.00.HHZ,0.00079,81907424,39.36847,-123.25566,6.833,42.041,91.3752,295.1209,1.5845,-0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.00079
1,GTC.--.EHZ,0.03265,81907567,39.36279,-123.25438,6.846,26.192,84.1917,278.9518,2.629,-0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.03265
1,KBN.--.EHZ,-0.05105,81907567,39.36279,-123.25438,6.846,59.11,96.2622,4.952,1.1985,-0.0,con_p,1.0,1.0,39.89237,-123.19503,-1.329,1,B,0.05105
1,KCPB.--.HHZ,0.00244,81907567,39.36279,-123.25438,6.846,45.712,92.5745,321.9059,1.4777,-0.0,con_p,1.0,1.0,39.68631,-123.58242,-1.261,0,B,0.0
1,GMR.01.EHZ,-0.02899,81907567,39.36279,-123.25438,6.846,31.447,87.2721,215.7107,2.2854,-0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,0.02899
1,GNR.01.EHZ,0.00109,81907567,39.36279,-123.25438,6.846,37.367,89.7558,241.168,1.9314,-0.0,con_p,1.0,1.0,39.20074,-123.63514,-0.327,1,B,0.00109
1,GNR.01.HNZ,-0.00024,81907567,39.36279,-123.25438,6.846,37.367,89.7558,241.168,1.9314,-0.0,con_p,1.0,1.0,39.20074,-123.63514,-0.327,0,B,0.0
1,GSN.01.EHZ,0.00071,81907567,39.36279,-123.25438,6.846,47.271,93.1059,173.5328,1.3707,0.0,con_p,1.0,1.0,38.9404,-123.19245,-0.849,0,B,0.0
1,GWR.01.EHZ,-0.0247,81907567,39.36279,-123.25438,6.846,17.919,77.2148,192.9533,3.6305,-0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.0247
1,BARR.00.HHZ,0.00517,81907567,39.36279,-123.25438,6.846,8.097,55.9514,142.8303,5.1777,-0.0,con_p,1.0,1.0,39.30477,-123.19748,-0.264,1,B,0.00517
1,BONV.00.HHZ,-0.00912,81907567,39.36279,-123.25438,6.846,42.519,91.5013,190.9778,1.6327,-0.0,con_p,1.0,1.0,38.98742,-123.34856,-0.196,1,B,0.00912
1,DCMP.00.HHZ,-0.00183,81907567,39.36279,-123.25438,6.846,13.801,71.2386,328.8166,4.3679,-0.0,con_p,1.0,1.0,39.46897,-123.3375,-0.448,1,B,0.00183
1,GHGB.01.EHZ,-0.00017,81907567,39.36279,-123.25438,6.846,45.358,92.4456,125.2377,1.4993,-0.0,con_p,1.0,1.0,39.12745,-122.82347,-0.858,0,B,0.0
1,HOPS.00.HHZ,-0.00323,81907567,39.36279,-123.25438,6.846,43.947,91.9365,159.138,1.5836,0.0,con_p,1.0,1.0,38.99349,-123.07234,-0.299,1,B,0.00323
1,INGL.00.HHZ,0.0291,81907567,39.36279,-123.25438,6.846,42.415,91.4694,295.8303,1.6363,-0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.0291
1,GTC.--.EHZ,0.0275,81907906,39.3684,-123.25572,7.223,25.986,83.1507,277.6325,3.2682,-0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.0275
1,HBW.--.DPZ,-0.00027,81907906,39.3684,-123.25572,7.223,65.437,97.4819,150.0472,1.3892,-0.0,con_p,1.0,1.0,38.85853,-122.87569,-0.985,1,B,0.00027
1,KBN.--.EHZ,-0.01048,81907906,39.3684,-123.25572,7.223,58.499,95.7237,5.1172,1.5251,0.0,con_p,1.0,1.0,39.89237,-123.19503,-1.329,1,B,0.01048
1,GMR.01.EHZ,-0.02155,81907906,39.3684,-123.25572,7.223,31.888,86.7568,214.8884,2.7929,-0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,0.02155
1,GSN.01.EHZ,0.0197,81907906,39.3684,-123.25572,7.223,47.903,92.9098,173.48,1.6819,-0.0,con_p,1.0,1.0,38.9404,-123.19245,-0.849,0,B,0.0
1,GWR.01.EHZ,-0.0138,81907906,39.3684,-123.25572,7.223,18.503,76.6115,192.1726,4.374,-0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.0138
1,BARR.00.HHZ,0.00475,81907906,39.3684,-123.25572,7.223,8.668,56.1519,144.7152,6.5175,-0.0,con_p,1.0,1.0,39.30477,-123.19748,-0.264,1,B,0.00475
1,BONV.00.HHZ,-8e-05,81907906,39.3684,-123.25572,7.223,43.11,91.1473,190.6696,2.0163,-0.0,con_p,1.0,1.0,38.98742,-123.34856,-0.196,1,B,8e-05
1,GHGB.01.EHZ,-0.00359,81907906,39.3684,-123.25572,7.223,45.812,92.1353,125.7918,1.8499,0.0,con_p,1.0,1.0,39.12745,-122.82347,-0.858,0,B,0.0
1,HOPS.00.HHZ,-0.00366,81907906,39.3684,-123.25572,7.223,44.571,91.6521,159.2852,1.939,-0.0,con_p,1.0,1.0,38.99349,-123.07234,-0.299,1,B,0.00366
1,INGL.00.HHZ,0.01239,81907906,39.3684,-123.25572,7.223,42.04,90.808,295.1334,2.0598,-0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.01239
1,GTC.--.EHZ,0.01599,81908067,39.36675,-123.25555,6.712,26.026,84.4151,278.0286,3.3781,0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.01599
1,GMR.01.EHZ,-0.00987,81908067,39.36675,-123.25555,6.712,31.747,87.7487,215.0994,2.8785,0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,0.00987
1,GWR.01.EHZ,-0.01284,81908067,39.36675,-123.25555,6.712,18.326,78.1063,192.3382,4.5433,-0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.01284
